GADE,Game,Platform,Hours,Narcissism,Gender,Work,Degree,GAD_T,SWL_T,SPIN_T
Not difficult at all,Other,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,18,22.0
Not difficult at all,Counter Strike,PC,21.0,3.0,Male,Student at college / university,High school diploma (or equivalent),4,27,11.0
Very difficult,League of Legends,PC,8.0,3.0,Male,Student at college / university,High school diploma (or equivalent),7,22,17.0
Not difficult at all,Starcraft 2,PC,10.0,3.0,Male,Employed,Bachelor (or equivalent),6,25,16.0
Somewhat difficult,Counter Strike,PC,14.0,3.0,Male,Employed,Bachelor (or equivalent),1,27,4.0
Not difficult at all,League of Legends,PC,20.0,1.0,Male,Employed,Bachelor (or equivalent),1,30,10.0
Not difficult at all,League of Legends,PC,16.0,1.0,Male,Student at college / university,High school diploma (or equivalent),8,31,
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Student at college / university,Bachelor (or equivalent),1,30,11.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,25,14.0
Somewhat difficult,League of Legends,PC,10.0,5.0,Male,Student at school,High school diploma (or equivalent),4,13,18.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,15,6.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Employed,Bachelor (or equivalent),4,21,9.0
Not difficult at all,Starcraft 2,PC,10.0,2.0,Male,Employed,Bachelor (or equivalent),2,31,8.0
Not difficult at all,League of Legends,PC,35.0,5.0,Male,Student at college / university,High school diploma (or equivalent),2,27,20.0
Somewhat difficult,League of Legends,PC,35.0,1.0,Male,Student at college / university,High school diploma (or equivalent),6,29,16.0
Somewhat difficult,Other,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,16,
Somewhat difficult,League of Legends,PC,13.0,1.0,Female,Employed,Bachelor (or equivalent),7,11,48.0
Somewhat difficult,League of Legends,PC,15.0,3.0,Male,Student at school,,7,9,10.0
Not difficult at all,League of Legends,PC,21.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,28,22.0
,Other,PC,25.0,2.0,Male,Student at school,,0,25,0.0
Somewhat difficult,League of Legends,PC,15.0,3.0,Male,Student at college / university,High school diploma (or equivalent),8,18,18.0
Very difficult,League of Legends,PC,60.0,1.0,Male,Student at college / university,High school diploma (or equivalent),17,6,50.0
Somewhat difficult,League of Legends,PC,10.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,26,13.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Female,Employed,High school diploma (or equivalent),16,12,
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),0,31,8.0
Somewhat difficult,Counter Strike,PC,40.0,3.0,Male,Student at school,,7,14,37.0
Extremely difficult,Other,PC,21.0,4.0,Male,Student at school,,12,13,20.0
Not difficult at all,League of Legends,PC,10.0,4.0,Male,Student at school,,1,26,25.0
,League of Legends,PC,20.0,1.0,Male,Employed,High school diploma (or equivalent),0,18,13.0
Very difficult,League of Legends,PC,21.0,4.0,Male,Student at school,High school diploma (or equivalent),8,20,42.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Employed,High school diploma (or equivalent),2,22,23.0
Somewhat difficult,Other,"Console (PS, Xbox, ...)",10.0,2.0,Female,Student at college / university,High school diploma (or equivalent),7,22,16.0
Not difficult at all,Other,PC,30.0,1.0,Male,Student at college / university,High school diploma (or equivalent),4,28,
Somewhat difficult,League of Legends,PC,6.0,2.0,Male,Student at college / university,Bachelor (or equivalent),13,7,29.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Employed,High school diploma (or equivalent),2,18,21.0
Not difficult at all,League of Legends,PC,8.0,4.0,Male,Student at school,High school diploma (or equivalent),1,28,
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Employed,High school diploma (or equivalent),2,15,10.0
Somewhat difficult,League of Legends,PC,21.0,1.0,Male,Student at college / university,Bachelor (or equivalent),3,10,18.0
Somewhat difficult,League of Legends,PC,20.0,4.0,Male,Student at school,,1,22,10.0
Not difficult at all,League of Legends,PC,20.0,4.0,Male,Student at school,,1,26,4.0
Not difficult at all,League of Legends,PC,16.0,2.0,Male,Student at school,High school diploma (or equivalent),11,27,32.0
Somewhat difficult,World of Warcraft,PC,40.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),5,15,40.0
,League of Legends,PC,30.0,3.0,Male,Student at college / university,Master (or equivalent),1,27,34.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),1,34,36.0
Very difficult,League of Legends,PC,18.0,4.0,Male,Student at college / university,High school diploma (or equivalent),8,16,42.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),8,14,30.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,28,
Somewhat difficult,League of Legends,PC,24.0,2.0,Male,Student at college / university,High school diploma (or equivalent),9,16,40.0
Somewhat difficult,Other,"Console (PS, Xbox, ...)",12.0,2.0,Male,Student at school,High school diploma (or equivalent),6,28,23.0
Not difficult at all,League of Legends,PC,11.0,1.0,Male,Student at school,High school diploma (or equivalent),2,24,
Extremely difficult,League of Legends,PC,15.0,4.0,Male,Employed,Master (or equivalent),18,9,59.0
Not difficult at all,League of Legends,PC,9.0,1.0,Male,Student at school,High school diploma (or equivalent),2,26,22.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,25,20.0
Very difficult,League of Legends,PC,25.0,4.0,Male,Student at college / university,High school diploma (or equivalent),6,20,21.0
Not difficult at all,League of Legends,PC,8.0,3.0,Male,Employed,High school diploma (or equivalent),4,25,27.0
Not difficult at all,League of Legends,PC,14.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,26,14.0
Not difficult at all,League of Legends,PC,7.0,1.0,Male,Employed,Bachelor (or equivalent),0,31,5.0
Not difficult at all,League of Legends,PC,16.0,2.0,Male,Student at college / university,High school diploma (or equivalent),1,22,39.0
Not difficult at all,League of Legends,PC,15.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,26,
Somewhat difficult,League of Legends,PC,22.0,1.0,Male,Student at college / university,High school diploma (or equivalent),6,13,34.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Employed,High school diploma (or equivalent),7,9,21.0
Not difficult at all,League of Legends,PC,30.0,5.0,Male,Employed,High school diploma (or equivalent),1,32,50.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Student at college / university,High school diploma (or equivalent),2,29,0.0
Not difficult at all,World of Warcraft,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,30,25.0
Not difficult at all,League of Legends,PC,49.0,3.0,Male,Student at college / university,High school diploma (or equivalent),1,12,3.0
Not difficult at all,League of Legends,PC,25.0,1.0,Male,Employed,High school diploma (or equivalent),1,16,9.0
Not difficult at all,League of Legends,PC,10.0,2.0,Male,Employed,High school diploma (or equivalent),0,21,3.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Student at college / university,Master (or equivalent),11,27,20.0
Not difficult at all,League of Legends,PC,27.0,1.0,Male,Employed,Bachelor (or equivalent),12,18,57.0
Not difficult at all,League of Legends,PC,10.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),1,23,15.0
Somewhat difficult,Other,PC,56.0,2.0,Male,Student at college / university,High school diploma (or equivalent),12,17,49.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Female,Student at college / university,High school diploma (or equivalent),10,22,
Very difficult,League of Legends,PC,30.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,29,16.0
Not difficult at all,League of Legends,PC,10.0,3.0,Male,Student at school,,2,25,19.0
Very difficult,League of Legends,PC,3.0,1.0,Male,Student at school,,6,14,45.0
Not difficult at all,League of Legends,PC,16.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,18,42.0
Not difficult at all,League of Legends,PC,12.0,1.0,Male,Employed,High school diploma (or equivalent),1,16,8.0
Very difficult,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),6,21,8.0
Not difficult at all,League of Legends,PC,28.0,2.0,Male,Student at college / university,High school diploma (or equivalent),5,19,20.0
Not difficult at all,League of Legends,PC,20.0,3.0,Male,Unemployed / between jobs,Bachelor (or equivalent),1,13,13.0
Somewhat difficult,League of Legends,PC,20.0,3.0,Male,Student at college / university,High school diploma (or equivalent),2,28,8.0
,League of Legends,PC,15.0,1.0,Male,Employed,High school diploma (or equivalent),0,32,2.0
Not difficult at all,Other,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),8,27,34.0
Not difficult at all,League of Legends,PC,12.0,2.0,Male,Student at school,High school diploma (or equivalent),1,16,14.0
Somewhat difficult,League of Legends,PC,15.0,2.0,Male,Student at college / university,High school diploma (or equivalent),7,9,47.0
Extremely difficult,League of Legends,PC,24.0,1.0,Male,Employed,High school diploma (or equivalent),12,10,30.0
Not difficult at all,League of Legends,PC,20.0,2.0,Female,Student at school,,4,17,20.0
,League of Legends,PC,9.0,1.0,Female,Student at college / university,High school diploma (or equivalent),15,8,39.0
Not difficult at all,League of Legends,PC,15.0,3.0,Male,Employed,High school diploma (or equivalent),1,30,13.0
Somewhat difficult,League of Legends,PC,30.0,3.0,Male,Student at school,High school diploma (or equivalent),4,8,25.0
Somewhat difficult,League of Legends,PC,25.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),15,23,45.0
Somewhat difficult,League of Legends,PC,12.0,3.0,Male,Employed,Bachelor (or equivalent),1,23,4.0
Somewhat difficult,League of Legends,PC,4.0,1.0,Male,Student at college / university,High school diploma (or equivalent),3,28,10.0
Not difficult at all,Starcraft 2,PC,15.0,1.0,Male,Student at college / university,Bachelor (or equivalent),7,22,29.0
Somewhat difficult,League of Legends,PC,27.0,1.0,Male,Employed,High school diploma (or equivalent),11,28,25.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at school,High school diploma (or equivalent),1,26,11.0
Not difficult at all,Other,PC,6.0,1.0,Male,Employed,Bachelor (or equivalent),2,14,22.0
Not difficult at all,League of Legends,PC,25.0,3.0,Male,Employed,Bachelor (or equivalent),0,35,0.0
Somewhat difficult,League of Legends,PC,30.0,4.0,Male,Unemployed / between jobs,High school diploma (or equivalent),5,14,37.0
Somewhat difficult,League of Legends,PC,15.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),11,21,29.0
Somewhat difficult,League of Legends,PC,35.0,1.0,Male,Student at college / university,High school diploma (or equivalent),11,13,45.0
Somewhat difficult,League of Legends,PC,10.0,4.0,Male,Unemployed / between jobs,High school diploma (or equivalent),5,22,9.0
Extremely difficult,League of Legends,PC,10.0,1.0,Male,Student at college / university,High school diploma (or equivalent),17,8,17.0
Not difficult at all,League of Legends,PC,30.0,2.0,Male,Student at college / university,,0,27,15.0
Somewhat difficult,League of Legends,PC,35.0,2.0,Male,Student at college / university,High school diploma (or equivalent),4,18,12.0
Not difficult at all,League of Legends,PC,30.0,1.0,Male,Student at college / university,Master (or equivalent),0,18,15.0
Somewhat difficult,League of Legends,PC,40.0,2.0,Male,Student at college / university,High school diploma (or equivalent),9,11,34.0
,League of Legends,PC,28.0,2.0,Male,Student at college / university,High school diploma (or equivalent),0,28,16.0
Not difficult at all,League of Legends,PC,4.0,4.0,Male,Employed,Bachelor (or equivalent),10,19,
Not difficult at all,Other,PC,20.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),0,13,22.0
Somewhat difficult,Other,PC,15.0,1.0,Male,Unemployed / between jobs,High school diploma (or equivalent),2,22,
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Student at college / university,High school diploma (or equivalent),2,33,9.0
Not difficult at all,League of Legends,PC,20.0,2.0,Male,Employed,Master (or equivalent),0,19,10.0
Very difficult,League of Legends,PC,80.0,2.0,Male,Student at college / university,,6,15,36.0
Very difficult,Other,PC,10.0,3.0,Male,Student at college / university,High school diploma (or equivalent),14,9,40.0
Not difficult at all,Other,PC,12.0,1.0,Male,Student at college / university,Bachelor (or equivalent),2,25,24.0
Somewhat difficult,League of Legends,PC,26.0,5.0,Male,Student at college / university,High school diploma (or equivalent),10,12,27.0
Somewhat difficult,Other,PC,35.0,1.0,Male,Unemployed / between jobs,Bachelor (or equivalent),2,23,11.0
Somewhat difficult,League of Legends,PC,20.0,1.0,Male,Student at college / university,Bachelor (or equivalent),5,19,6.0
Not difficult at all,League of Legends,PC,30.0,4.0,Male,Student at college / university,Bachelor (or equivalent),2,24,10.0
Somewhat difficult,Starcraft 2,PC,40.0,1.0,Male,Employed,,5,29,16.0
Not difficult at all,Diablo 3,PC,30.0,3.0,Male,Student at college / university,High school diploma (or equivalent),0,26,14.0
Somewhat difficult,League of Legends,PC,25.0,3.0,Male,Unemployed / between jobs,High school diploma (or equivalent),8,16,39.0
Somewhat difficult,Other,PC,15.0,1.0,Male,Employed,Master (or equivalent),6,19,4.0
Somewhat difficult,League of Legends,PC,20.0,2.0,Male,Employed,High school diploma (or equivalent),6,6,37.0
